"{I}r	ir
"{W}az	waz
zwelfen	zweliven
zwelfer	zweliver
zwelfē	zweliven
zwelfierich	zwelivjæric
zwelfpoten	zwelivboten
zwelfpotin	zwelivboten
zwelfpotten	zwelivboten
zwelfte	zwelifte
zwelftehalb	zweliftehalp
zwelften	zweliften
zwelftin	zweliften
zwelftín	zweliften
zwelf⁄botten	zwelivboten
zwelf⸗boten	[!!]
zwelf⸗poten	zwelivboten
zwelifboten	[!!]
zwelifbotē	zwelivboten
zwelifbotin	zwelivboten
zwelifpoten	[!!]
zwelifpotē	zwelivboten
zwelifpo⸗ten	zwelivboten
zweliu	zweliv
zwelph	zwelif
zwelue	zwelive
zweluen	zweliven
zweluer	zweliver
zwelve	zwelive
zwelvin	zweliven
zwelíf	[!!]
zwelífpotē	zwelivboten
zwel⸗ue	zwelive
zwen	zwêne
zwenceg	zweinzic
zwencich	zweinzic
zwencig	zweinzic
zwencigh	zweinzic
zwencih	zweinzic
zwenczegeſte	[!!]
zwenczic	[!!]
zwenczig	zweinzic
zwene	zwêne
zweng	dwinc
zweni	zwêne
zwenizich	zweinzige
zwenizig	zweinzige
zwenne	zwêne
zwentzc	zweinzic
zwentzic	zweinzic
zwentzich	zweinzic
zwentzig	zweinzic
zwentzigeſtim	zweinzigestem
zwentzíg	zweinzic
zwenwege	[!!]
zwenzc	zweinzic
zwenzec	zweinzic
zwenzech	zweinzic
zwenzegen	zweinzigen
zwenzegeſte	[!!]
zwenzegeſten	zweinzigesten
zwenzegin	zweinzigen
zwenzek	zweinzic
zwenzg	zweinzic
zwenzic	zweinzic
zwenzich	zweinzic
zwenzichtem	zweinzigestem
zwenzichſteme	zweinzigesteme
zwenzig	zweinzic
zwenzigeſtem	zweinzigestem
zwenzigeſteme	zweinzigesteme
zwenzigiſtem	zweinzigestem
zwenzigiſten	zweinzigesten
zwenzih	zweinzic
zwenzíc	zweinzic
zwenzích	zweinzic
zwenzíg	zweinzic
zwenzígen	zweinzigen
zwenzígeſte	zweinzigeste
zwenzígín	zweinzigen
zwen⸗zegen	zweinzigen
zwen⸗zig	zweinzic
zwerzheým	Swirzheim
zweueldien	zwivaltigen
zweuͦlfe	zwelive
zweuͦnge	zweiunge
zweveldigír	zwivaltiger
zwey	zwei
zweyen	zweien
zweygedin	zweieten
zweyinge	zweiinge
zweyn	zwein
zweynbruche	Zweinbrücken
zweynb̃cen	Zweinbrücken
zweynb̃chen	Zweinbrücken
zweynge	zweiinge
zweyunge	zweiunge
zweyuͦnck	zweiunge
zweŷ	zwei
zweẏ	zwei
zweí	zwei
zweíen	zweien
zweíer	zweier
zweíeten	zweieten
zweífelten	zwîvelten
zweífelſt	zwîvelst
zweíjr	zweier
zweíj̇nge	zweiinge
zweíj̇ngen	zweiingen
zweín	zwein
zweínchge	zweiinge
zweíne	zwêne
zweínge	zweiinge
zweíntzig	zweinzic
zweínzech	zweinzic
zweínzeg	zweinzic
zweínzic	zweinzic
zweínzich	zweinzic
zweínzig	[!!]
zweínzíc	zweinzic
zweínzíg	zweinzic
zweír	zweier
zweíteil	zweiteil
zweíteíl	zweiteil
zweíuel	zwîvel
zweível	zwîvel
zweíveldichge	zweivaltige
zweízech	zweinzic
zweíínge	zweiinge
zweíír	zweier
zweî	zwei
zweîer	zweier
zweý	zwei
zweýdracht	zweitraht
zweýer	zweier
zweýunge	zweiunge
zweýungen	zweiungen
zweýungin	zweiungen
zweýūgen	zweiungen
zweýuͦnge	zweiunge
zweýuͦngen	zweiungen
zweſuwe	zesewe
zwē	zwêne
zwētzigeſtē	zweinzigesten
zwēzic	zweinzic
zwēzig	zweinzic
zwēzigeſten	zweinzigesten
zwēziḡ	zweinzigen
zwe͛	swær
zwe⸗ne	zwêne
zwi	zwî
zwibel	zwîvel
zwiboln	zwibollen
zwic	[!!]
zwich	zwîc
zwie	swie
zwiege	zwîge
zwien	zwîn
zwiencich	zweinzic
zwienden	zweiten
zwiero	zwire
zwievel	zwîvel
zwifalt	zwivalt
zwifalte	zwivalte
zwifaltickeit	zwivalticheit
zwifel	zwîvel
zwifeldege	zwivaltige
zwifele	zwîvele
zwifeler	zwîvelær
zwifelere	zwîvelære
zwifeleſt	zwîvelest
zwifelhaft	zwîvelhaft
zwifelichen	zwîvellîchen
zwifelike	zwîvellîche
zwifelt	zwîvelt
zwifeltē	zwîveleten
zwifeltik	zwivaltic
zwifil	zwîvel
zwifilt	zwîvelt
zwiflaͤr	[!!]
zwiflete	zwîvelete
zwige	zwîge
zwigûlt	zwigülte
zwik	zwic
zwilf	zwelif
zwilfte	zwelifte
zwilul	zwîvel
zwinbrukin	Zweinbrücken
zwinzich	zweinzic
zwir	zwire
zwirbelechtē	zwirbelehten
zwirint	zwirent
zwirnit	zwirent
zwirnt	zwirent
zwirt	[!!]
zwirunt	zwirent
zwischē	zwischen
zwiscilin	zwischelen
zwiualdit	zwivaltet
zwiualt	zwivalte
zwiualtigem	zwivaltigem
zwiualtigō	zwivaltigen
zwiuel	zwîvel
zwiueldige	zwivaltige
zwiuele	zwîvele
zwiuelen	zwîvelen
zwiuelent	zwîvelent
zwiuelhaft	zwîvelhaft
zwiuelichen	zwîvellîchen
zwiuelliche	zwîvellîche
zwiuellicher	zwîvellîcher
zwiueln	zwîveln
zwiuelon	zwîvelen
zwiuelot	zwîvelet
zwiuelote	zwîvelete
zwiuelo⸗ten	zwîveleten
zwiuels	zwîvels
zwiuelt	zwîvelte
zwiuelten	zwîvelten
zwiue⸗lare	zwîvelære
zwiuil	zwîvel
zwiuilen	zwîvelen
zwiuilhaft	zwîvelhaft
zwiuilichem	zwîvellîchen
zwiuilin	zwîvelen
zwiuͦel	zwîvel
zwiuͦelere	zwîvelære
zwiuͦelige	zwîvelige
zwivaldiger	zwivaltiger
zwivalter	[!!]
zwivaltic	[!!]
zwivaltich	zweivaltic
zwivaltichlichen	zwivalticlîchen
zwivaltig͛	[!!]
zwivel	zwîvel
zwivelden	zwîvelten
zwivele	zwîvele
zwivelen	zwîvelen
zwivelhaft	zwîvelhaft
zwivelleben	zwîvelleben
zwiveln	zwîveln
zwivelon	zwîvelen
zwivels	zwîvels
zwivelt	zwîvelt
zwivelte	zwîvelte
zwiveltigev	zwivaltigiu
zwivil	zwîvel
zwivillichín	zwîvellîchen
zwiêr	zwîr
zwiſcen	zwischen
zwiſchem	zwischen
zwiſchen	zwischen
zwiſchent	zwischent
zwiſchē	zwischen
zwiſckiu	zwischiu
zwiſgolde	zwisgolde
zwiſhen	zwischen
zwiſkele	zwischele
zwiſkelen	zwischelen
zwiſlisken	zwischelischen
zwiſpilde	zwispilde
zwiſpilden	zwispilden
zwiſt	zwist
zwiſte	zwiste
zwiſſchen	zwischen
zwiſſchin	zwischen
zwiſſen	zwischen
zwiſſin	zwischen
zwiͤ	zwei
zwiͤr	zwire
zwi⸗uel	zwîvel
zwi⸗uele	zwîvele
zwi⸗valdich	zwivaltic
zwi⸗⸗uele	zwîvele
zwjuel	zwîvel
zwo	zwô
zwoi	zwei
zwoilif	zweliv
zwol	zwelif
zwolf	zweliv
zwolfhundert	[!!]
zwolfte	zwelifte
zwolif	zweliv
zwov	zwô
zwoͮ	zwô
zwuſſchen	zwüschen
zwuͤſchen	zwischen
zwuͥſchent	zwischen
zwuͦ	zwuo
zwuͦſchem	zwüschen
zwuͦſchen	zwüschen
zwyuel	zwîvel
zwyſchen	zwischen
zwyſchin	zwischen
zwâin	zweien
zwæinen	zweinen
zwæinzech	zweinzic
zwæne	zwêne
zwæn⸗zech	zweinzic
zwêi	zwei
zwêin	zwein
zwên	zwêne
zwê̄	zwêne
zwê⸗ne	zwêne
zwíbeln	zwibollen
zwíboln	zwibollen
zwíenge	twinge
zwíero	zwire
zwíflete	zwîvelete
zwír	zwire
zwírnt	zwirent
zwírunt	zwirent
zwítracht	zwitraht
zwíualte	zwivalte
zwíualter	zwivalter
zwíualtigō	zwivaltigen
zwíuel	zwîvel
zwíueleten	zwîveleten
zwíuelēt	zwîvelent
zwíuelhaft	zwîvelhaft
zwíueliche	zwîvellîche
zwíuellich	zwîvellîche
zwíueln	zwîveln
zwíuels	zwîvels
zwíuelte	zwîvelte
zwívalt	zwivalte
zwívaltichlichen	zwivalticlîchen
zwívaltígen	zwivaltigen
zwível	zwîvel
zwívele	zwîvele
zwíveln	zwîveln
zwívelte	zwîvelte
zwívil	zwîvel
zwívol	zwiboll
zwívíl	zwîvel
zwíſchan	zwischen
zwíſchen	zwischen
zwíſchent	zwischent
zwíſpilde	zwispilde
zwíſpildē	zwispilden
zwíſt	zwist
zwí⸗valt	zwivalte
zwí⸗vel	zwîvel
zwîfel	zwîvel
zwîfelhaft	zwîvelhaft
zwîuel	zwîvel
zwîvalt	zwivalte
zwîvlære	zwîvelære
zwü	zwuo
zwýge	zwîge
zŵ	zwuo
zŵein	zwein
zŵo	zwô
zwͦ	zwô
zwͦſchen	zwischen
zwᵒ	zwô
zw⸗ai	zwei
zw⸗ein	zwein
zw⸗elf	zwelif
zw⸗elfpoten	zweliv#boten
zyden	zîten
zyen	ziehen
zyet	zîhet
zygenhan	Zigenhân
zyht	zît
zymelich	zimelich
zymeren	zimieren
zyn	ziehen
zynd͛e	Zindere
zynſe	zinse
zyrde	zierte
zyren	zieren
zyt	zît
záheren	zaheren
zála	zale
zálton	zalten
zártluſten	zartlusten
zártlîcho	zartlîche
zâhern	zahern
zâlte	zalte
zâme	zæme
zânt	zant
zâuvetrúgelînen	zâwetrugelînen
zæche	zeche
zægel	zegel
zæhen	zehen
zæhende	zehende
zæhenden	zehenden
zæher	zeher
zæhere	zehere
zæheren	zeheren
zæherlichen	zeherlîchen
zæhern	zehern
zæh͛	zeher
zæichen	zeichen
zæige	zeige
zæigen	zeigen
zæiget	zeiget
zæigete	zeigete
zæm	zæme
zærtet	zertet
zærtlinge	zertelinge
zæ̂hen	zehen
zæ̂hern	zehern
zæ̂ichen	zeichen
zæ⸗her	[!!]
zè⸗hent	ziehent
zé	ze
zéhenzog	zehenzic
zélet	zelet
zélit	zelet
zéliſt	zelest
zéltſcára	zeltschare
zéltſcára:	zeltschare
zéne	zene
zénen	zenen
zéſeuuen	zesewen
zéſeuva	zeswe
zéſevua	zesewe
zê	ze
zêhen	zehen
zêhenzvâltíge	zehenvaltige
zêhere	zehere
zêhern	zehern
zêh͛	zeher
zêicheN	zeichen
zêichenon	zeichenen
zêicte	zeigte
zêigeten	zeigeten
zêigte	zeigete
zêin	zên
zêni	zene
zêrken	kerzen
zêwêne	zwêne
zêſewe	zeswe
zêſewen	zeswen
zêſwin	zeswen
zêſwinthalbe	zeswenhalben
zí	ziehen
zíde	zîte
zíden	zîten
zídín	zîten
zíegel	ziegel
zíegeln	ziegeln
zíehen	ziehen
zíehent	ziehent
zíelen	ziegelen
zíen	ziehen
zíer	zier
zíerde	zierde
zíere	ziere
zíeren	zieren
zíeret	zieret
zíerheit	zierheit
zíerte	zierte
zíge	zige
zígen	zigen
zígenín	zigînen
zíhe	ziehe
zíhen	ziehen
zíhent	ziehent
zíhínden	zehenden
zíjt	zît
zíj̇t	zît
zíj̇th	zît
zíkken	zickîn
zíkkin	zickîn
zíl	zil
zílbeſítzer	[!!]
zíle	zile
zílen	zilen
zílfriſt	zîtvrist
zíln	zilen
zílíge	zilige
zímber	zimber
zímberholtz	zimberholz
zímberman	zimberman
zímbermann	zimberman
zímbir	zimber
zímb͛man	zimberman
zímelich	[!!]
zímet	zimet
zímlich	zimelîche
zímlicheit	zimelîchheit
zímlicher	[!!]
zímlich͛	zimelîcher
zímlích	zimelich
zímlíche	[!!]
zímlícheít	zimelîchheit
zímmerman	zimberman
zímmern	zimbern
zímm͛luͤt	zimberliute
zímt	zimet
zímírde	zimierde
zímírt	zimierte
zímít	zimet
zíne	zine
zínemín	zinemîn
zínke	zinke
zínken	zinken
zínnen	zinnen
zínnē	zinnen
zíns	zins
zínsgeben	zinsgeben
zínz	[!!]
zíníne	zinîne
zínſ	zins
zínſe	zinse
zínſen	zinsen
zínſes	zinses
zínſeſ	zinses
zínſeˢ	zinses
zínſhaft	zinshaft
zínſlehen	zinslêhen
zínſmeiſt͛	zinsmeister
zínſmeíſt͛	zinsmeister
zínſte	zinsete
zínſtín	zinsete
zínſuellig	zinsvellic
zínſuellíg	zinsvellic
zínſvellik	zinsvellic
zípres	ziprese
zírckeliſ	zirkeles
zírde	zierde
zíre	ziere
zírheít	zierheit
zírle	zirbel
zírlich	zierlîche
zírliche	zierlîche
zírtrettín	zertreten
zít	zît
zít;	zît
zíte	zîte
zítegez	zîtigez
zíten	zîten
zítes	zîtes
zítē	zîten
zítik	zîtic
zítlich	zîtlîch
zítlích	zîtlich
zítlíchē	[!!]
zítlíchuͥ	zîtlîchiu
zítt͛ende	[!!]
zítích	zîtic
zítín	zîten
zíucht	ziuhet
zíuheſt	ziuhest
zívge	ziuge
zívhe	ziuhe
zívhet	[!!]
zíſtage	zîstage
zí⸗ten	[!!]
zîehen	ziehen
zîehent	ziehent
zîehē	ziehen
zîerden	zierden
zîere	ziere
zîerent	zierent
zîeret	zieret
zîerit	ziertet
zîeriſte	ziereste
zîhent	ziehent
zîren	zieren
zîtech	zîtic
zîtē	zîten
zîth	zîte
zîtin	zîten
zîtiſ	zîtes
zîtte	zîte
zîuch	ziuc
zórftel	zorftel
zô	zuo
zôgeten	zogeten
zôh	zôch
zôrn	zorn
zôrne	zorne
zôrns	zornes
zôrníger	zorniger
zôubere	zoubere
zôvm	zoum
zù	zuo
zú	zuo
zúchet	zücket
zúgen	zügen
zúhant	zuohant
zúht	zuht
zúhte	zühte
zúngon	zungen
zû	zuo
zûcht	zücket
zûg	züge
zûng	zunge
zûnge	zunge
zûngon	zungen
zûnon	zungen
zûo	zuo
zûoze	zuoze
zýn	ziehen
zýnnen	zinnen
zýns	zins
zýrdē	zierden
zýren	zieren
zę	ze
zĳden	zîten
zĳdin	zîten
zĳt	zît
zſwaz	swaz
z͛blane	[!!]
z͛bras	zerbrast
z͛brichet	[!!]
z͛brochn̄	zerbrochen
z͛cluben	[!!]
z͛drumē	zerdrumen
z͛fuͤren	zervüeren
z͛gan	zergân
z͛gaͤnclích	zergenclich
z͛gaͤnclíchˢ	zergenclîchez
z͛gænchlich	zerganclich
z͛klobē	zerkloben
z͛priſt	zerbristet
z͛ren	[!!]
z͛taͮn	zertân
z͛tritet;	[!!]
z͛vallen	zervallen
z͛zart	[!!]
z͛ſchlahen	zerslahen
z͛ſchluͤge	zerslüege
z͛ſpiͤltē	zerspielten
z͛ſtrawen	zerströuwen
zͤ	ze
zͦ	zuo
zᵉit	zît
zᵉiten	zîten
zᵉít	zît
zᵉíten	zîten
{A}chilles	Achilles
{A}l	al
{A}ls	als
{D}a	dô
{D}az	daz
{D}ie	die
{D}o	dô
{E}r	er
{H}ohe	hôhe
{I}etzo	iezuo
{M}an	man
{M}ir	mir
{R}ehte	rehte
{S}ie	sie
{T}roilus	Trôilus
|,herin	hêren
|ware.[...](.)	wâre
|ſ,ⁱ	si
«N»os	nos
·x·xx·ii	--
··	--
ÁLSO	alsô
Ábe	abe
Áber	aber
Ábo	abe
Álle	alle
Áller	aller
Állíu	alliu
Álſ	als
Álſo	alsô
Án	an
Ándere	andere
Âr̄	ar
Ælwangen	Èlwangen
Æmmænín	ambetmennîn
É	êr
Ê	êr
Êderlí	Æderlî
Êderlín	Æderlîn
Êin	ein
Êinig	einic
Êwart	êwewart
Ê․ daz	ê daz
Í	ich
ÍCH	ich
ÍH	ich
ÍR	ir
ÍVUICH	iuwich
Ích	ich
Íh	ich
Ínne	inne
Ír	ir
Íro	ire
Íz	iz
Íém͛	iemer
Îa	jâ
Îenoh	ienoch
Îenóh	ienoch
Île	île
Ð	--
Ðne	Domine
Ðs	--
Ó	ô
Óbe	obe
Ówi	ouwî
Ówî	ouwî
ÔIGE	ouge
Ôb	ob
Ôheim	oeheim
Ôtgoz	Otgôz
Ôuh	ouch
Únde	unde
Únſer	unser
Ýaſaias	Isaias
Ýeſſe	Jesse
Ým	im
Ýn	in
Ýoſebis	[!!]
Ýoſias	Josias
Ýr	ire
Ýrn	iren
Ýt	iz
Ýſaac	Isaac
Ýſaiaſ	Isaias
Ýſa⸗iaſ	Isaias
á	â
áb	ab
ába	abe
ábe	abe
áber	aber
ábgótgôbide	apgotgeüebede
áblaziſ	abelâzes
ábo	abe
ábtrunnide	aptrünnede
ábtrúnne	abetrünne
ábulgide	âbulgede
áchuſtône	âkustene
áchúſte	âkuste
ádames	Adâmes
áffaltera	affaltere
áffalterbôu⸗me	affalterboume
áfter	after
ágezzile	âgezzele
áha	ahe
áhteſalin	âhteselîn
áhtunga	âhtunge
áhzoch	ahtzic
ákker:	acker
ákv̂ſte	âkuste
ál	al
álde	oder
áldé	oder
álemahtigîe	allemehtige
álemahtigûn	allemehtigen
álemáhtigun	allemehtigen
álemáhtigê	allemehtige
álla	alle
állaz	allez
álle	alle
állem	allem
állemo	alleme
állen	allen
állenhálbon	allenhalben
áller	aller
állerdíkkoſt	allerdickest
állergérnoſt	allergernest
állerlûttriſtin	allerlûteresten
állernîeteſta	allernieteste
állero	allere
állerobíderbeſton	allerebiderbesten
állerêreſt	allerêrest
állez	allez
álleſ	alles
álli	alle
álliu	alliu
álliz	allez
állizána	allezane
álliſ	alles
állêreſ	allerêrest
állîu	alliu
áltaz:	altez
álten	alten
álton	alten
álſ	als
álſe	alse
álſo	alsô
ámbehtent	ambahtent
án	an
ána	ane
ánadâht	anedâht
ánadâhti	anedæhte
ánagenge	anegenge
ánagríffe	anegriffe
ánaſûne	anesiune
ándan	anden
ánder	ander
ándera	andere
ándere	andere
ánderen	anderen
ándereſ	anderes
ándero	anderere
ándremo	andereme
áne	ane
ánegenge	anegenge
ánegénge	anegenge
áneſiht	anesiht
ánne	ane
ánnen	anen
ántderôn	anderen
ántheize	antheize
ántlaz	antlâz
ántluzze	antlütze
ántlúzze	antlütze
ántuuart	antwart
ántuvúrte	antwürte
ápfeleſ	apfeles
ápollen	Apollen
árbêit	arbeit
árbêiten	arbeiten
árbêitene	arbeitenne
áre	are
árgheîte	archeite
árgwânide	arcwænede
árm:	arm
árme	arme
ármen	armen
ármon	armen
ármſtrenger	armstrenger
árnôton	arneten
árzatuvúrze	arzâtwürze
áua	abe
áue	abe
áuri	aber
áver	aber
áz	az
ázen	âzen
áároneſ	Aarones
áſ	âs
âaronis	Aaronis
âaroniſ	Aarones
âaronſ	Aarones
âbe	abe
âbent	âbende
âbente	âbende
âch	ach
âchuſt	âkust
âchuſte	âkuste
âch⸗tich	æhtic
âdam	Adâm
âdameſ	Adâmes
âftirchomin	afterkomen
âhtare	æhtære
âhtende	ahtente
âhteſale	âhtesal
âhteſaz	âhtesal
âhtin	âhten
âhtit	ahtet
âhtodin	ahtoden
âhtâre	æhtære
âhtſal	âhtesal
âit	eit
âkust	[!!]
âkuſt	âkust
âl	al
âlleſ	alles
âltere	altere
âmbet	ambaht
âmer	jâmer
âmir	amer
âmp⸗te	ambahte
ân	an
âna	âne
ânder	ander
ândere	andere
ânderm	anderm
ândern	andern
ânegênge	anegenge
ângeſten	angesten
ângeſtin	angesten
ângiſtlich	angestlich
ângênge	anegenge
ângêngen	anegengenne
âni	âne
ânig	ænic
ânig:	ænic
âno	ane
ânon	anen
ânte⸗wrte	entwurte
ântlaz	antlâz
ântlv̂tze	antlütze
ântreíte	antreitte
ântreîte	antreite
ântwrtin	antwurten
âre	are
ârm	arm
ârme	arme
ârmen	armen
ârmes	armes
ârmichlich	armiclich
âtim	âtem
âtmen	âtemenes
âtêilig	âteilic
âver	aber
âwichent	âwîchent
âz	az
âze	az
âzē	âzen
âzze	æzze
âſ	âs
âſa	aste
âſe	âse
âſen	âsen
ã	antiphona
ã+ n	âmen
ändert	[!!]
æbte	ebbete
æbten	ebbeten
æbt⸗teſſínn	eppetissinne
æchs	ehse
æcker	ecker
ædificabitur	!
æht	ehte
æhter	[!!]
æhteſal	âhtesal
æhtiv	ehtiu
æhtvnge	[!!]
æhtſal	âhtesal
æide	eide
æigen	eigen
æihtſal	æhtesal
æin	ein
æinander	einander
æine	eine
æinem	einem
æinen	einen
æinez	einez
æinē	einen
æinigem	einigem
æiniger	einiger
æinleue	einlive
æintweder	eintweder
ækker	ecker
ælberich	Èlberîch
ælberih	Èlberîch
ællichen	ellîchen
ælliv	alliu
ællliv	[!!]
ællív	elliu
ælter	altær
ælære	elære
ælſazen	Elsâzen
æmerliche	jâmerlîche
æm͛lichen	armelîchen
æn	an
ændriv	[!!]
ænd͛unge	enderunge
ænger	enger
ængſten	engesten
ængſtlichiv	engestlîchiu
æng͛	enger
ænſpræchich	anespræchic
ærbeite	erbeite
ærn	êrn
ærtelchou͛	Ertelhovær
ærwizzi	arwîze
ærſâmir	êrsamer
æuer⸗te	averte
æuget	öuget
æuzzen	iuzenen
ævern	avern
ævert	evert
ævſenhouærínn	Iuzenhoværinne
æwichlichen	êwiclîchen
æz	az
æzze	æze
æzzen	âzen
æín	ein
æínborn	einboren
æínvnge	einunge
æínícheít	[!!]
æín⸗geborn	[!!]
æ̂hter	æhtær
æ̂zen	æzen
é	êr
éadē	eadem
ébenbarmide	ebenbarmede
ébenxp̄ânen	ebenkristenen
ébenſelbêwigun	ebenselpêwigen
édele	edele
édelen	edelen
édelere	edelere
ége	ege
égilich	egelich
égilîch	egelich
égisliche	egeslîche
éhaldic	êhaltic
éhaldigheîte	êhalticheite
éinborne	einborene
éineme	eineme
éinero	einere
éinode	einoete
éinun	einen
éinſelbweſendi	einselpwesende
éipfelon	epfelen
élliu	alliu
élliv	alliu
énden	enden
énero	jenere
énin	einen
épfele	epfele
épfelen	epfelen
épfelo	epfele
éphelo:	epfele
ér	er
érbalden	erbalden
érbe	erbe
érde	erde
ére	ire
éren	êren
érneſtháfto	ernesthafte
érnoſt	ernest
érthe	erde
érthen	erden
érſte	êrste
érſtoͮnt	erstuont
érſtên	erstên
étenuílo	etenvile
éteſlîchemo	eteslîcheme
éteſuuánne	eteswanne
éteſuvánne	eteswanne
étiſuua	eteswâ
étⁱſuua	eteswâ
éuuartôn	êwarten
éwa	êwe
éwige	êwige
éwigen	êwigen
éwigin	êwigen
éwi⸗gem	êwigem
éwígen	êwigen
éxcutiſ	excutis
éxoduſ	exodus
éz	ez
ézzan	ezzen
ézze	ezze
ézzen	ezzen
é daz	ê daz
éé	êr
éſil	esel
ê	êr
ê[...]	--
ê\,uuigen	êwigen
ê\,wangelio	--
ê\,wangeliſta	evangelista
ê\,wigem	êwigem
ê\,wigen	êwigen
ê\,wigin	êwigen
êbengelíchen	ebengelîchen
êbenmâ⸗zete	ebenmâzete
êbinchriſtiſ	ebenkristes
êbincriſt	ebenkrist
êchamere	êkamere
êchter	ehter
êdelin	edelen
êdoch	iedoch
êgilîch	egelich
êgit	--
êhteſâl	æhtesal
êh͛ren	êhêrren
êide	eide
êiden	eiden
êideſ	eides
êigen	eigen
êigenen	eigenen
êiginen	eigenen
êin	ein
êina	eine
êinan	einen
êinander	einander
êine	eine
êinega	einige
êinem	einem
êinemo	eineme
êinen	einen
êinenôt	eingenôte
êiner	einer
êinero	einere
êinē	einem
êinig	einic
êinin	einen
êino	eine
êinon	einen
êinuáltege	einvaltige
êinuáltige	einvaltige
êinvaltem	einvaltem
êinánderen	einanderen
êiné	eine
êinſ	eines
êit	eit
êiter	eiter
êiterſ	eiters
êitirigem	eiterigem
êiſlich	eislich
êiſliche	eislîche
êiſlichen	eislîchen
êkonen	êkone
êliche	êlîche
êlichiv	êlîchiu
êllende	ellende
êlter	elter
êm	im
êman	ieman
ême	eineme
êmizige	emzige
êmzigliche	emziclîche
ên	ein
ênde	ende
êne	ene
ênen	einen
êner	ener
ênge	enge
êngel	engel
êngelant	engellant
êngele	engele
êngelen	engelen
êngeynen	engeinen
êngeynre	engeinere
êngil	engel
êngên	engein
êniger	einiger
ênte	ende
ênwêk	enwec
ênínkil	eninkel
ên⸗gelſ	engels
êr	er
êra	êre
êrbe	erbe
êrberen	êrbæren
êrde	erde
êrdi	erde
êreN	êren
êrera	êrere
êreſt	êrest
êreſten	êresten
êrē	êren
êrger	erger
êrhâft	êrhaft
êrin	êren
êrinī	êrînen
êriſte	êresten
êriſten	êresten
êrī	êren
êrlichē	êrlîchen
êrlîche	[êrlîche]
êrlôſi	êrloese
êron	êren
êront	êrent
êrrn	êrern
êrrun	êrren
êrt	êrte
êrthen	erden
êrínen	êrînen
êrſte	êrste
êrſtem	êrstem
êrſten	êrsten
êrſtē	êrsten
êrſtin	êrsten
êtelích	eteslich
êtewaz	eteswaz
êtwaz	etewaz
êuangeliſta	euangelista
êuuangelio	evangelio
êuuege	êwige
êuuegen	êwigen
êuuegon	êwigen
êuuige	êwige
êuuo	êwe
êuuon	êwen
êuvigin	êwigen
êven	Even
êvvarten	êwarten
êvvartom	êwarttuom
êvvarton	êwarten
êvvāgelio	evangelio
êvvigim	êwigem
êwa	êwe
êwangelio	evangeliô
êwangelium	ewangelium
êwangeliſta	ewangelista
êwarten	êwewarten
êwartē	êwarten
êwartin	êwewarten
êweclichin	êwiclîchen
êweclíchen	êwiclîchen
êwgl̸m	evangelium
êwichliche	êwiclîche
êwichlichen	êwiclîchen
êwichli⸗che	êwiclîche
êwiclich	êwiclîche
êwicliche	êwiclîche
êwiclíchen	êwiclîchen
êwig	êwic
êwiga	êwige
êwigē	êwigen
êwigim	êwigem
êwigime	êwigeme
êwigin	êwigen
êwigun	êwigen
êwirdichlichen	êwirdiclîchen
êwi⸗ge	êwige
êwi⸗gin	êwigen
êwo	êwe
êwíclíchē	êwiclîchen
êwígem	êwigem
êwígen	êwigen
êzen	æzen
êzzen	ezzene
êzzint	ezzent
êzzích	ezziche
ê dan	êr danne
ê danne	êr danne
ê daz	ê daz
ê daſ	ê daz
ê dc	ê daz
ê denne	êr denne
êſchō	eschen
êſele	esele
êſte	este
êſſe	æze
ê․man	êman
ê․werch	êwerc
ê․ daz	ê daz
ê․ dc	ê daz
ê;	[!!]
ëder	eder
ìſt	ist
í	in
íR	ir
íRſchínen	erschînen
ía	jâ
íach	jach
íacob	Jakop
íagen	jagen
íaget	jaget
íagete	jagete
íageten	jageten
íah	jach
íahen	jâhen
íair	jâr
íam	--
íamer	jâmer
íamercheít	jâmericheit
íamers	jâmers
íamer⸗tal	jâmertal
íamm͛	jâmer
íamríg	jâmeric
íamrígen	jâmerigen
íam͛	jâmer
íam͛keít	[!!]
íar	jâr
íare	jâre
íaren	jâren
íares	jâres
íareſ	jâres
íarē	jâren
íargezít	jârgezît
íargezíte	jârgezîte
íargezíten	jârgezîten
íaris	jâres
íarlís	[!!]
íars	jârs
íaír	jâr
íaírgezide	jârgezît
íaírlichges	jârlîches
íaʳ	jâr
ía⸗ren	jâren
ích	ich
ícht	iht
íchtes	ihtes
íchtesicht	ihtesiht
íclich	iegelich
íclichen	iegelîchen
íczlícher	[!!]
íczunt	iezunt
íd	iz
ídoch	iedoch
ídriſ	idris
ídílcheít	îtelicheit
íe	ie
íecliche	[!!]
íeclichem	iegelîchem
íedem	iewederem
íeder	ieweder
íedlich	ieteslîch
íedoch	iedoch
íed͛	ieweder
íegelich	iegelich
íegeliche	iegelîche
íegelichem	iegelîchem
íegelicher	iegelîcher
íegeliches	iegelîchez
íegelicheſ	iegelîches
íegelích	iegelich
íegelíchem	iegelîchem
íegelíchen	iegelîchen
íegelícher	iegelîcher
íegelíches	iegelîchez
íegelích͛	iegelîcher
íegelí⸗ches	iegelîchez
íegenot	iegenôte
íeglichem	iegelîchem
íeglichen	iegelîchen
íeglichez	iegelîchez
íeglih	iegelich
íehen	jehen
íehent	jehent
íehent:	[!!]
íehē	jehen
íehn	jehen
íeklich	[!!]
íeklichē	iegelîchen
